,label,dict0,dict1,dict2,dict3,dict4,dict5,dict6,dict7,dict8,dict9,dict10,dict11,dict12,dict13,dict14,dict15,dict16,dict17,dict18,dict19
0,0,-581.7399291992188,8.207121849060059,-6.658802509307861,-4.2909064292907715,-3.034477949142456,0.2592792510986328,-1.9639464616775513,-0.27157679200172424,0.5182840824127197,0.34188422560691833,0.9061018824577332,-0.009524565190076828,-0.19054947793483734,-0.13267722725868225,-0.6076135039329529,-0.07146994769573212,0.2637028396129608,0.025098729878664017,-0.28837472200393677,-0.8003293871879578
1,0,-586.657958984375,11.902005195617676,-0.9879025816917419,-1.7925289869308472,-2.17740535736084,0.9693368673324585,0.2889883518218994,-0.3628185987472534,-0.38873615860939026,0.31433621048927307,0.09608262777328491,0.4817774295806885,0.7558882832527161,0.6758530735969543,1.3179582357406616,1.6667704582214355,1.5573514699935913,0.583594560623169,0.3340502381324768,0.3349620997905731
2,0,-419.6518249511719,158.62120056152344,-5.421053409576416,-2.639741897583008,10.662174224853516,13.45629596710205,9.91938304901123,7.764976978302002,7.86373233795166,6.601513862609863,7.098318576812744,9.018899917602539,8.819650650024414,4.140929698944092,1.5357518196105957,-1.280648946762085,0.7826724052429199,2.2922749519348145,1.5959538221359253,2.8632776737213135
3,0,-399.7457580566406,98.39348602294922,12.832573890686035,-7.133017539978027,-18.695833206176758,-17.762500762939453,-20.346595764160156,-13.713506698608398,-6.392603397369385,-13.59000015258789,-9.670003890991211,0.34643712639808655,0.7012381553649902,-3.870612859725952,-3.239262819290161,2.8434441089630127,8.5521821975708,9.68139362335205,5.284426689147949,-1.2501413822174072
4,0,-357.2857360839844,74.90721893310547,6.201728343963623,-5.245077610015869,0.9159426093101501,12.14202880859375,1.2270163297653198,-5.242708683013916,-5.112250328063965,-5.41441011428833,-5.645225524902344,-3.08219051361084,4.15379524230957,7.945357799530029,10.90601634979248,12.609265327453613,6.825088977813721,3.152200937271118,-2.4248788356781006,-5.826167106628418
5,0,-370.826171875,154.7620849609375,42.25497055053711,-1.2048653364181519,-2.4832262992858887,-7.971532821655273,-10.47253704071045,-5.8924384117126465,-4.10365104675293,-6.489336967468262,-9.53848934173584,-9.163576126098633,-2.6438255310058594,1.4873361587524414,-2.6681294441223145,-3.8322932720184326,-0.3024771213531494,-1.3099390268325806,-1.669007658958435,1.7947814464569092
6,0,-364.6217346191406,160.00074768066406,-10.20016098022461,-49.25031280517578,-47.33882141113281,-24.893157958984375,-23.470436096191406,-17.86863136291504,-7.993891716003418,-15.032855987548828,-10.660391807556152,3.909184455871582,11.342135429382324,8.115828514099121,4.818119049072266,6.177436351776123,8.455904006958008,0.9597963690757751,-7.672457218170166,-6.236056327819824
7,0,-466.8420104980469,57.00192642211914,-22.153717041015625,-25.999265670776367,-18.680753707885742,-5.562942028045654,-12.929231643676758,-5.421899318695068,0.002324433997273445,-1.8379915952682495,-1.5348396301269531,-2.282686471939087,-2.473621368408203,-3.5049948692321777,-2.4551479816436768,-0.8385294675827026,-0.4081064462661743,0.2205028533935547,1.2987874746322632,0.15351705253124237
8,0,-410.5948791503906,79.3521499633789,2.5902512073516846,-13.477595329284668,-25.082862854003906,-15.224225997924805,-6.0867156982421875,-13.530082702636719,-10.442975997924805,-2.411257266998291,-3.959977865219116,-5.402478218078613,-5.24018669128418,-6.971335411071777,-3.277458667755127,0.05054401233792305,-1.6715995073318481,-0.8935848474502563,3.352064847946167,7.9599289894104
9,0,-355.48358154296875,78.59451293945312,-80.06116485595703,-35.173004150390625,-33.244476318359375,-29.36215591430664,-17.639745712280273,2.744924545288086,14.13100814819336,2.061190128326416,4.088315963745117,0.6023887991905212,-8.435585021972656,-4.640296459197998,3.479989767074585,3.742274761199951,-1.890531063079834,-4.064009189605713,-2.712977409362793,-4.317854881286621
10,0,-387.63873291015625,112.27102661132812,12.134324073791504,-11.461318016052246,-15.380465507507324,0.36156776547431946,-1.8882968425750732,-9.608185768127441,-2.8838939666748047,-1.1416829824447632,-1.3564727306365967,7.182867527008057,5.224735736846924,1.9304187297821045,7.331702709197998,10.741137504577637,11.358296394348145,4.125555038452148,-2.2709457874298096,-4.418351650238037
11,0,-251.56227111816406,162.00889587402344,12.225783348083496,0.732765257358551,-16.66377067565918,3.5308237075805664,-1.0427539348602295,-4.638871669769287,-1.6205564737319946,0.8402920365333557,1.503000020980835,0.3260473906993866,1.9439778327941895,2.8913774490356445,5.293886184692383,2.738821029663086,3.8566906452178955,7.677853107452393,12.338003158569336,13.533751487731934
12,0,-502.9093322753906,30.57770347595215,4.747387886047363,0.6003042459487915,-5.940370082855225,-0.9093473553657532,2.0271763801574707,0.4469313621520996,0.04821876436471939,2.6953089237213135,2.046968936920166,2.2025227546691895,3.0969398021698,-0.08460230380296707,1.484351634979248,2.2225546836853027,0.3280145525932312,1.0668177604675293,1.2539950609207153,-1.0888653993606567
13,0,-407.0001220703125,34.94295883178711,-5.330896854400635,-1.125037431716919,-5.9965620040893555,-2.3942463397979736,-1.7745226621627808,-0.3080594539642334,-0.7819481492042542,1.1062372922897339,-0.9533817172050476,0.936150312423706,0.8176217079162598,1.3503644466400146,-0.7314136028289795,-0.3019132614135742,-0.2755464017391205,2.025207281112671,3.113501787185669,3.1036524772644043
14,0,-402.9610595703125,160.4413604736328,42.174530029296875,-11.12297534942627,-27.19916343688965,-14.732637405395508,-4.294445514678955,-6.546445846557617,-1.7139573097229004,-5.322068691253662,-7.966348171234131,0.3804847300052643,1.2568787336349487,1.357450246810913,2.608208417892456,-1.9390984773635864,-1.1375441551208496,5.02284574508667,9.8885498046875,10.790823936462402
15,0,-381.2569580078125,139.2611846923828,39.64492416381836,-10.952174186706543,-24.803646087646484,-14.348836898803711,-2.891087055206299,-3.2089314460754395,-0.702102780342102,-0.5946805477142334,-3.8744592666625977,-1.5947192907333374,-0.6332762837409973,-1.304254174232483,0.5444054007530212,0.1779208779335022,1.106756567955017,7.584660053253174,10.175088882446289,3.870687246322632
16,0,-325.41583251953125,167.87445068359375,-13.004598617553711,9.353575706481934,-11.708118438720703,3.4979336261749268,-3.5807347297668457,14.745140075683594,13.161468505859375,16.647571563720703,3.381941318511963,-0.9681262373924255,2.6779308319091797,13.6275634765625,10.362008094787598,-0.4056158661842346,-3.5029075145721436,-0.45779949426651,4.601390361785889,-4.788177013397217
17,0,-162.25244140625,154.72679138183594,-24.79421043395996,-27.20675277709961,-26.423425674438477,-3.655693531036377,-23.750804901123047,-9.278885841369629,-12.025962829589844,-3.2146806716918945,-3.678102493286133,0.059620071202516556,-2.076190948486328,1.4397921562194824,5.234057903289795,3.177612066268921,4.798760890960693,8.535670280456543,4.267575263977051,-2.9985220432281494
